active_cryptocurrencies,total_cryptocurrencies,active_market_pairs,active_exchanges,total_exchanges,eth_dominance,btc_dominance,eth_dominance_yesterday,btc_dominance_yesterday,eth_dominance_24h_percentage_change,btc_dominance_24h_percentage_change,defi_volume_24h,defi_volume_24h_reported,defi_market_cap,defi_24h_percentage_change,stablecoin_volume_24h,stablecoin_volume_24h_reported,stablecoin_market_cap,stablecoin_24h_percentage_change,derivatives_volume_24h,derivatives_volume_24h_reported,derivatives_24h_percentage_change,total_crypto_dex_currencies,quote,last_updated
10883,33965,101190,797,10127,9.940541911396,59.647415303965,10.04608459,60.05233677,-0.105542678604,-0.404921466035,8562690368.858178,40055198662.78404,77135937938.95729,1.635505597091,140753195328.64258,844964334587.3575,213023568608.4014,16.454540441733,1349181277680.733,1379288065574.6323,14.763738929606,11988635,"{'total_market_cap': 2811857076181.636, 'total_volume_24h': 148385796493.43, 'total_volume_24h_reported': 867180601008.11, 'altcoin_volume_24h': 81781729704.33928, 'altcoin_volume_24h_reported': 486283139840.937, 'altcoin_market_cap': 1134657008197.6382, 'defi_volume_24h': 8562690368.858178, 'defi_volume_24h_reported': 40055198662.78404, 'defi_24h_percentage_change': 1.635505597091, 'defi_market_cap': 77135937938.95729, 'stablecoin_volume_24h': 140753195328.64258, 'stablecoin_volume_24h_reported': 844964334587.3575, 'stablecoin_24h_percentage_change': 16.454540441733, 'stablecoin_market_cap': 213023568608.4014, 'derivatives_volume_24h': 1349181277680.733, 'derivatives_volume_24h_reported': 1379288065574.6323, 'derivatives_24h_percentage_change': 14.763738929606, 'total_market_cap_yesterday': 2849916017949.782, 'total_volume_24h_yesterday': 127116959225.8, 'total_market_cap_yesterday_percentage_change': -1.3354408174990908, 'total_volume_24h_yesterday_percentage_change': 16.731707080760017, 'last_updated': '2025-02-27T17:39:59.999Z'}",2025-02-27T17:39:59.999Z
